opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
42774,Realizar actividades técnicas y administrativas a la Oficina Asesora Jurídica buscando dar respuesta oportuna a los diferentes requerimientos y proponer diseño de metodologías de procesamiento de información en procura de mejorar los resultados del trabajo.,PROFESIONAL,,9.0
42774,Realizar actividades técnicas y administrativas a la Oficina Asesora Jurídica buscando dar respuesta oportuna a los diferentes requerimientos y proponer diseño de metodologías de procesamiento de información en procura de mejorar los resultados del trabajo.,NO ESPECIFICADO,,9.0
42776,Apoyar la ejecución de los procesos y procedimientos de la tesorería.,PROFESIONAL,,9.0
42776,Apoyar la ejecución de los procesos y procedimientos de la tesorería.,NO ESPECIFICADO,,9.0
42816,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,30.0
42819,Realizar actividades de Inspección Vigilancia y Control de plantas de beneficio de animales de abasto público; para la protección de la salud de la población de conformidad con la legislación y procedimientos vigentes.,PROFESIONAL,,30.0
42818,"Apoyar el proceso de inspección, vigilancia y control de los productos competencia del INVIMA, por medio de la gestión realizada en materia de los trámites y licencias de importación y exportación en puertos, aeropuertos y pasos fronterizos, de conformidad con la legislación y procedimientos vigentes.",PROFESIONAL,,30.0
42824,Realizar actividades de Inspección Vigilancia y Control de plantas de beneficio de animales de abasto público; para la protección de la salud de la población de conformidad con la legislación y procedimientos vigentes.,PROFESIONAL,,30.0
42825,Realizar actividades de Inspección Vigilancia y Control de plantas de beneficio de animales de abasto público; para la protección de la salud de la población de conformidad con la legislación y procedimientos vigentes.,PROFESIONAL,,30.0
42823,Realizar actividades de Inspección Vigilancia y Control de plantas de beneficio de animales de abasto público; para la protección de la salud de la población de conformidad con la legislación y procedimientos vigentes.,PROFESIONAL,,30.0
42882,"Gestionar y liderar el análisis, diseño e implementación de proyectos para el desarrollo y mantenimiento de tecnologías de información, acorde a las políticas y lineamientos de la oficina.",PROFESIONAL,,31.0
42885,Liderar la implementación de Estrategia de Gobierno en línea y los proyectos que de este se deriven conjuntamente con la administración y gestión de las soluciones informáticas del instituto.,PROFESIONAL,,25.0
42889,"Analizar, diseñar, desarrollar, mantener sistemas de información para el Instituto acorde con los lineamientos, buenas prácticas y proyectos de la Oficina de Tecnologías de la información y las necesidades del Instituto.",PROFESIONAL,,25.0
42890,"Diseñar, desarrollar, mantener los sistemas informáticos para el Instituto acorde con los lineamientos, buenas prácticas y proyectos de la Oficina de Tecnologías de la información y las necesidades del Instituto.",PROFESIONAL,,19.0
42891,"Mantener y hacer seguimiento a los temas de calidad de los servicios y sistemas de información de la Oficina de Tecnologías de la Información y del Grupo de Soporte Tecnológico, mediante  la actualización de políticas, procedimientos y demás documentos necesarios para garantizar la prestación de los servcios tecnológicos y la sostenibilidad de los sistemas de gestión aplicables al área.",PROFESIONAL,,19.0
42904,"Elaborar, planificar y programar las actividades administrativas que permitan el buen desempeño de las funciones en las direcciones misionales del instituto y conlleven a alcanzar el cumplimiento de la planificación estratégica del Instituto.",PROFESIONAL,,25.0
42906,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,19.0
42907,"Ejecución de políticas para la expedición de registros sanitarios y la oportuna expedición y notificación de los actos administrativos que de ellos se derive, ejecutar las acciones que se requieran para la evaluación y gestión de los riesgos que se pueden presentar dentro de lo relacionado con las Buenas Prácticas Clínicas, Farmacovigilancia, de acuerdo a lo establecido en la Dirección de Medicamentos y Productos Biológicos y a la normatividad vigente.",PROFESIONAL,,31.0
42915,"Liderar el desarrollo de los planes, proyectos y programas, para promover el desarrollo integral del talento humano al servicio de la Entidad, de acuerdo con las normas y procedimientos legales vigentes.",PROFESIONAL,,19.0
42908,"Realizar Inspección, Vigilancia y Control de Alimentos, Materias Primas para la fabricación de los mismos y bebidas en el área del Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,30.0
42914,"Brindar información oportuna, veraz y objetiva a los usuarios internos y/o externos sobre trámites, normas, requisitos, formatos y estado de los asuntos en trámite, de acuerdo con las normatividad, reglamentaciones y procedimientos vigentes.",BACHILLER,,25.0
42909,"Realizar Inspección, Vigilancia y Control de Alimentos, Materias Primas para la fabricación de los mismos y bebidas en el área del Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,30.0
42910,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
42910,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
42911,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
42911,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
42912,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
42912,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
42917,"Apoyar la ejecución de la estrategia de comunicación institucional y su difusión a nivel interno y externo, proporcionando coherencia e integración entre objetivos estratégicos y funcionales, planes y acciones de la Dirección General, Direcciones Misionales, Oficina de Atención al Ciudadano y la Oficina de Asuntos Internacionales.",PROFESIONAL,,19.0
42919,"Apoyar la ejecución de la estrategia de comunicación institucional y su difusión a nivel interno y externo, proporcionando coherencia e integración entre objetivos estratégicos y funcionales, planes y acciones de la Dirección General, Direcciones Misionales, Oficina de Atención al Ciudadano y la Oficina de Asuntos Internacionales.",PROFESIONAL,,19.0
42963,"Realizar Inspección, Vigilancia y Control de Alimentos, Materias Primas para la fabricación de los mismos y bebidas en el área del Grupo de Trabajo asignado y en particular en el puerto, aeropuerto o paso fronterizo, según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,30.0
42964,Apoyar y recomendar legalmente en todos los asuntos de competencia de la dependencia y de los programas del Instituto.,PROFESIONAL,,31.0
42079,Apoyar las actividades de gestión propias de la tesorería en el manejo de bancos y órdenes de pago.,PROFESIONAL,,25.0
41663,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la Dirección de Responsabilidad Sanitaria.,BACHILLER,,25.0
41476,"Formular, desarrollar, evaluar y hacer seguimiento a  los planes, programas y proyectos relacionados con la inspección, vigilancia y control realizando una evaluación de los riesgos que afecten la inocuidad de los alimentos y bebidas de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,25.0
41479,"Contribuir, proponer y desarrollar estrategias e instrumentos para la ejecución de las políticas, planes, programas y proyectos de inspección, vigilancia y control de calidad y seguridad de los cosméticos, aseo, plaguicidas y productos de higiene doméstica comercializados en el país de conformidad con la legislación sanitaria, los modelos  y los procedimientos vigentes para tal fin, así como en la gestión técnica de los asuntos de competencia de la Dirección.",PROFESIONAL,,25.0
41480,"Apoyar, interpretar  y analizar propuestas de estrategias e instrumentos para la ejecución de las políticas, planes, programas y proyectos de inspección, vigilancia y control de calidad de los cosméticos, aseo, plaguicidas y productos de higiene doméstica comercializados en el de conformidad con la legislación sanitaria y los procedimientos vigentes.",PROFESIONAL,,25.0
41481,"Definir, diseñar y valorar estrategias e instrumentos para la ejecución de las políticas, planes, programas y proyectos referentes al sistema de registro sanitario y notificación sanitaria obligatoria de los productos cosméticos, aseo, plaguicidas y productos de higiene doméstica comercializados en el país de conformidad con la legislación sanitaria y los procedimientos vigentes.",PROFESIONAL,,25.0
41488,"Establecer los procedimientos e instrumentos que permitan la ejecución de las políticas, desarrollo de planes, programas y proyectos de inspección, vigilancia y control bajo el enfoque de riesgo de los productos competencia de la Dirección.",PROFESIONAL,,25.0
41490,"Establecer los procedimientos e instrumentos que permitan la ejecución de las políticas, desarrollo de planes, programas y proyectos de inspección, vigilancia y control así como la expedición de los registros sanitarios de los productos competencia de la Dirección de Dispositivos Médicos y Otras Tecnologías.",PROFESIONAL,,25.0
41492,Realizar seguimiento a los procesos operativos relacionados con la expedición de los registros sanitarios de los productos competencia de la Dirección de Dispositivos Médicos y Otras Tecnologías.,PROFESIONAL,,25.0
41524,"Verificar el cumplimiento de los productos que son competencia del INVIMA en los procesos de Registros Sanitarios, con el fin de garantizar su aptitud para el consumo humano, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,6.0
41525,"Verificar el cumplimiento de los productos que son competencia del INVIMA en los procesos de Registros Sanitarios, con el fin de garantizar su aptitud para el consumo humano, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,6.0
41527,Apoyar y recomendar legalmente en todos los asuntos de competencia de la dependencia y de los programas del Instituto.,PROFESIONAL,,30.0
41526,Estudiar los aspectos legales de las solicitudes de Registros Sanitarios de los productos competencia de la Dirección  de Alimentos y  Bebidas.,PROFESIONAL,,6.0
41529,"Cumplir con la inspección, vigilancia y control de los alimentos y bebidas, en concordancia con la legislación sanitaria, las políticas, directrices del Instituto y los procedimientos vigentes en cumplimiento de su misión institucional.",PROFESIONAL,,30.0
41528,"Implementar planes y programas de vigilancia epidemiológica y evaluación de riegos en la inspección vigilancia y control de alimentos, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes",PROFESIONAL,,30.0
41530,"Realizar las actividades requeridas de articulación y coordinación con las Entidades Territoriales de Salud y formular, desarrollar, hacer seguimiento y evaluación a los planes, programas y proyectos de inspección, vigilancia  y control de riego que afectan  la inocuidad de los alimentos.",PROFESIONAL,,30.0
41541,"Realizar actividades de apoyo y de asistencia administrativa, custodia, recepción, verificación, distribución y seguimiento de los bienes de la Entidad, de acuerdo a las normas y procedimientos vigentes.",BACHILLER,,25.0
41531,"Examinar y evaluar el cumplimiento de los productos cosméticos, de higiene doméstica, absorbentes de higiene personal y plaguicidas de uso doméstico que son notificados o registrados sanitariamente, verificando el cumplimiento de estos de conformidad con la normatividad sanitaria legal vigente.",PROFESIONAL,,30.0
41532,"Establecer los procedimientos e instrumentos que permitan la ejecución de las políticas, desarrollo de planes, programas y proyectos de inspección, vigilancia y control de los reactivos de diagnóstico in vitro y productos o derivados de origen humano.",PROFESIONAL,,25.0
41535,"Implementar las metodologías y los procedimientos que permitan emitir conceptos sobre el cumplimiento de especificaciones y requerimientos que garanticen la calidad de los productos cosméticos, de higiene doméstica, absorbentes de higiene personal y plaguicidas de uso doméstico, verificando el cumplimiento de la normatividad sanitaria legal vigente",PROFESIONAL,,30.0
41537,Verificar el cumplimiento de la normatividad sanitaria vigente relacionada con la expedición de los registros sanitarios de los productos competencia de la Dirección de Dispositivos Médicos y Otras Tecnologías.,PROFESIONAL,,30.0
