postulante,nivel_educativo_texto,titulos_principales,anios_experiencia_efectiva,total_formaciones,cantidad_nbc,cantidad_areas,nivel_educativo_maximo,cant_bachiller,cant_doctorado,cant_educacion_basica_primaria,cant_educacion_basica_secundaria,cant_educacion_informal,cant_especializacion_profesional,cant_especializacion_tecnica_profesional,cant_especializacion_tecnologica,cant_formacion_academica,cant_formacion_laboral,cant_formacion_penitenciaria,cant_maestria,cant_normalista,cant_postdoctorado,cant_profesional,cant_tecnico_profesional,cant_tecnologico,tiene_posgrado,tiene_formacion_complementaria,perfil_multidisciplinario,total_experiencias,periodos_efectivos,dias_experiencia_efectiva,anios_experiencia_efectiva,antiguedad_laboral_dias,antiguedad_laboral_anios,densidad_laboral,duracion_promedio_experiencia,duracion_maxima_experiencia,duracion_minima_experiencia,experiencia_amplia,experiencia_extensa,trayectoria_estable,multiples_experiencias,total_empleos_postulados,participa_varios_concursos
930689304,EDUCACION BASICA SECUNDARIA,bachiller,18.98,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6933,18.98,6933,18.98,1.0,6933.0,6933,6933,1,1,1,0,1,0
930689694,PROFESIONAL,CONTADURIA PUBLICA,2.09,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,763,2.09,763,2.09,1.0,443.0,459,427,0,0,1,0,1,0
930690926,PROFESIONAL,CONTADURIA PUBLICA | Certificación Internacional NIIF plenas | Conceptos básicos de Control | Código conducta Mecánica Operativa Manual de Procedimiento para la prevencion de lavado de activos | Diplomado de Normas Internacionales de  Información Financiera NIIF Plenas y Pymes | Diplomado en Alta Gerencia | Diplomado en Normas Internacionales de Auditoría para el Aseguramiento de la Información Financiera NIAS | Diseño Efectivo de Informes de Auditoria | Gestion integral de Nómina BBVA Colombia | Internet y navegadores | La Efectividad en el trabajo en equipo | La inicitiva como caracteristica de proactividad | Microsoft office 2023 | Modelo Normativo Integrado | Politica de conducta en el ambito de mercados de valores | Quien quiere ser super calidad | Revista de Propiedad Horizontal | Seguridad en canales transaccionales,21.94,18,1,1,EDUCACION INFORMAL,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,3,8014,21.94,8478,23.21,0.945,1381.6,3519,176,1,1,1,1,1,0
930694269,PROFESIONAL,DERECHO,2.93,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1069,2.93,1291,3.53,0.828,356.33,515,258,0,0,1,1,1,0
930703963,BACHILLER,ACADEMICO | REENTRENAMIENTO Y VIGILANCIA,1.14,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,418,1.14,418,1.14,1.0,418.0,418,418,0,0,1,0,1,0
930706872,TECNOLOGICO,Bachiller Académico | TECNOLOGIA EN LOGISTICA PORTUARIA Y DEL TRANSPORTE,5.64,2,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2061,5.64,2061,5.64,1.0,2061.0,2061,2061,1,0,1,0,1,0
930709366,TECNICO PROFESIONAL,BACHILLER TECNICO | TECNICO LABORAL EN MECANICA DE MOTORES DIESEL,6.38,2,0,0,EDUCACION BASICA PRIMARIA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2329,6.38,2363,6.47,0.986,1164.5,1204,1125,1,0,1,0,1,0
930710382,PROFESIONAL,BACHILLER TÉCNICO EN GESTIÓN EMPRESARIAL | Contabilización de operaciones comerciales y financieras | Diplomado en Emprendimientos Sostenibles y Herramientas Digitales | NEGOCIOS INTERNACIONALES,0.12,4,1,1,FORMACION ACADEMICA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,45,0.12,45,0.12,1.0,45.0,45,45,0,0,1,0,1,0
930715221,PROFESIONAL,BACHILLER EN DISEÑO CORTE Y CONFECCIÓN | INGENIERIA INDUSTRIAL | TALLER DE EXPRESIÓN ORAL ACADÉMICA | TECNOLOGIA EN CONFECCION INDUSTRIAL,1.71,4,2,2,PROFESIONAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,625,1.71,1726,4.73,0.362,208.33,324,118,0,0,0,1,1,0
930721634,PROFESIONAL,NUTRICION Y DIETETICA,2.14,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,782,2.14,1115,3.05,0.701,195.5,523,42,0,0,0,1,1,0
930723623,TECNICO PROFESIONAL,BACHILLER | CONTADURIA PUBLICA | TECNICA PROFESIONAL DE PROCESOS ADMINISTRATIVOS,3.92,3,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1430,3.92,1430,3.92,1.0,1430.0,1430,1430,0,0,1,0,1,0
930725985,MAESTRIA,ADMINISTRACIÓN DE EMPRESAS | INGENIERIA MECANICA,6.43,2,2,2,MAESTRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,3,2350,6.43,3096,8.48,0.759,589.75,1073,224,1,0,0,1,1,0
930726812,BACHILLER,Bachiller,4.1,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1497,4.1,1497,4.1,1.0,1497.0,1497,1497,0,0,1,0,1,0
930727155,PROFESIONAL,BACHILLER ACADÉMICO | QUIMICA Y FARMACIA,8.7,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3179,8.7,3179,8.7,1.0,3179.0,3179,3179,1,0,1,0,1,0
930732547,ESPECIALIZACION PROFESIONAL,ESPECIALIZACION EN PEDAGOGIA Y DOCENCIA | LICENCIATURA EN PEDAGOGIA INFANTIL | TÉCNICO EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA | bachiller técnico,10.97,4,1,2,ESPECIALIZACION PROFESIONAL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9,8,4005,10.97,4690,12.84,0.854,453.44,2129,76,1,1,1,1,1,0
930733264,PROFESIONAL,ADMINISTRACION DE EMPRESAS COMERCIALES | Bachiller Academico,2.33,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,852,2.33,852,2.33,1.0,852.0,852,852,0,0,1,0,1,0
930736893,PROFESIONAL,BACHILLER | CONTADURIA PUBLICA | TECNOLOG¿A EN CONTABILIDAD Y FINANZAS,5.83,3,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2131,5.83,2131,5.83,1.0,1065.5,1471,660,1,0,1,0,1,0
930739998,PROFESIONAL,FINANZAS Y NEGOCIOS INTERNACIONALES,1.31,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,478,1.31,1267,3.47,0.377,239.0,444,34,0,0,0,0,1,0
930750875,PROFESIONAL,ADMINISTRACION DE EMPRESAS,6.4,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2337,6.4,2337,6.4,1.0,2337.0,2337,2337,1,0,1,0,1,0
930753185,TECNICO PROFESIONAL,Bachiller Académico | INGENIERIA DE SISTEMAS,1.49,2,1,1,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,543,1.49,543,1.49,1.0,543.0,543,543,0,0,1,0,1,0
930755439,PROFESIONAL,ADMINISTRACION DE EMPRESAS | BACHILLER TÉCNICO ESPECIALIDAD DE COMERCIO | TÉCNICO EN CONOCIMIENTOS ACADÉMICOS EN COMUNICACIÓN EN INGLÉS NIVEL B2,5.18,3,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1891,5.18,2064,5.65,0.916,472.75,601,332,1,0,1,1,1,0
930757361,BACHILLER,BACHILLER ACADEMICO | ESPECIALIZACION VIGILANCIA ENTIDADES OFICIALES | FUNDAMENTACION VIGILANCIA,4.78,3,0,0,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1747,4.78,2876,7.87,0.607,291.17,740,109,0,0,0,1,1,0
930758677,PROFESIONAL,BACHILLER TECNICO | CONTRATACION ESTATAL | DERECHO | EMPLEO PUBLICO | ENGLISH DOT WORKS LEVEL 2 | INGLÉS NIVEL A1 - ENGLISH DOT WORKS | INTRODUCCIÓN EN FOTOGRAMETRÍA PROGRAMA DE FORMALIZACIÓN DE LA PROPIEDAD RURAL | INTRODUCCIÓN JURÍDICA AL PROGRAMA DE FORMALIZACIÓN DE LA PROPIEDAD RURAL | MENTALIDAD EMPRESARIAL | POLITICAS PUBLICAS | PROCESOS DE CONTRATACION EN LINEA CON EL ESTADO COLOMBIANO | PROYECTOS DE DESARROLLO | TECNOLOGIA EN TOPOGRAFIA,10.79,13,2,2,PROFESIONAL,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,3,3942,10.79,4029,11.03,0.978,1314.0,3059,365,1,1,1,1,1,0
930763165,TECNOLOGICO,Bachiller Academico | Tecnico en Asistencia Administrativa | Tecnologo en Gestion Hotelera,4.12,3,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,1505,4.12,2383,6.52,0.632,250.83,361,152,0,0,0,1,1,0
930766177,TECNOLOGICO,Bachiller Academico | TECNOLOGIA EN GESTION DEL TALENTO HUMANO | TÉCNICA PROFESIONAL EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,2.29,3,2,2,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,836,2.29,1119,3.06,0.747,278.67,572,81,0,0,0,1,1,0
930767970,BACHILLER,Bachiller,9.51,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3472,9.51,10440,28.58,0.333,694.6,1795,136,1,0,0,1,1,0
930768034,PROFESIONAL,CONTADURIA PUBLICA | ESPECIALIZACION EN GESTION TRIBUTARIA INTERNACIONAL,3.46,2,1,1,ESPECIALIZACION PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1265,3.46,1268,3.47,0.998,632.5,717,548,0,0,1,0,1,0
930769102,ESPECIALIZACION PROFESIONAL,BACHILLER TECNICO INDUSTRIAL | ESPECIALIZACION EN FINANZAS | INGENIERIA DE SISTEMAS,17.62,3,2,2,BACHILLER,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,3,6436,17.62,6855,18.77,0.939,1168.67,2253,117,1,1,1,1,2,1
930769716,PROFESIONAL,MATEMATICAS,3.4,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1242,3.4,1242,3.4,1.0,1242.0,1242,1242,0,0,1,0,1,0
930770781,PROFESIONAL,BACHILLER | DETERMINACION PUNTOS CRITICOS DE CONTROL EN LA PRODUCCION DE ALIMENTOS | EVALUACIÓN DEL RIESGO E INOCUIDAD DE ALIMENTOS CON ÉNFASIS EN MICOTOXINAS EN CAFÉ | HABILIDADES PARA LA VIDA | INGENIERIA DE ALIMENTOS | Jornada de transferencia del conocimiento en evaluación  de riesgos en inocuidad de alimentos,3.01,6,1,1,EDUCACION INFORMAL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1100,3.01,1100,3.01,1.0,1100.0,1100,1100,0,0,1,0,1,0
930771070,TECNOLOGICO,TECNOLOGÍA EN GESTIÓN DE COMERCIO EXTERIOR DE BIENES Y SERVICIOS,1.87,1,0,1,TECNOLOGICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,682,1.87,947,2.59,0.72,341.0,498,184,0,0,0,0,1,0
930772635,MAESTRIA,Acto administrativo- prevención- conciliación y estrategias de defensa | Bachiller | DERECHO | ESPECIALIZACION EN DERECHOS HUMANOS Y DERECHO INTERNACIONAL HUMANITARIO | Integridad- transparencia y lucha contra la corrupción | LEGALTECH | MAESTRIA EN DERECHO | Secretarios de Tribunales Arbitrales,7.11,8,1,1,EDUCACION INFORMAL,1,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,11,7,2597,7.11,3040,8.32,0.854,259.91,1015,59,1,0,1,1,2,1
930775555,PROFESIONAL,Bachiller Academico | DERECHO | Diplomado de Formación en Conciliación Extrajudicial | Seminario Virtual en Herramientas para Innovar,12.52,4,1,1,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,4572,12.52,4643,12.71,0.985,1143.0,2212,305,1,1,1,1,1,0
930775744,PROFESIONAL,Bachiller Técnico con Especialización en Comercio y Finanzas | CONTADURIA PUBLICA | Desarrollo de habilidades socioemocionales para la inserción al mundo laboral El mundo del camello | TECNOLOGÍA EN NEGOCIACION INTERNACIONAL,3.14,4,2,2,PROFESIONAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,5,1146,3.14,2743,7.51,0.418,229.2,563,33,0,0,0,1,1,0
930776969,ESPECIALIZACION PROFESIONAL,DERECHO | ESPECIALIZACION EN GERENCIA DEL SERVICIO,26.21,2,2,2,PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,9,9,9575,26.21,9575,26.21,1.0,1063.89,2018,151,1,1,1,1,1,0
930781262,BACHILLER,Bachiller,3.0,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1094,3.0,1094,3.0,1.0,1094.0,1094,1094,0,0,1,0,1,0
930781280,ESPECIALIZACION PROFESIONAL,CONTADURIA PUBLICA | ESPECIALIZACION EN ESTUDIOS BIBLICOS,9.51,2,2,2,PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3473,9.51,3473,9.51,1.0,3473.0,3473,3473,1,0,1,0,1,0
930784001,PROFESIONAL,ADMINISTRACION DE COMERCIO EXTERIOR | TECNOLOGIA EN GESTION PORTUARIA | Técnico en sistemas,0.34,3,1,1,TECNICO PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,125,0.34,125,0.34,1.0,125.0,125,125,0,0,1,0,1,0
930784804,TECNOLOGICO,BACHILLER ACADEMICO | TECNOLOGIA EN GESTION ADMINISTRATIVA,18.17,2,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6637,18.17,6637,18.17,1.0,6637.0,6637,6637,1,1,1,0,1,0
930785695,BACHILLER,BACHILLER ACADÉMICO,2.11,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,770,2.11,770,2.11,1.0,770.0,770,770,0,0,1,0,1,0
930791056,PROFESIONAL,ADMINISTRACION FINANCIERA Y DE SISTEMAS,12.28,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,4487,12.28,5600,15.33,0.801,747.83,2497,66,1,1,1,1,1,0
930793059,MAESTRIA,CONTADURIA PUBLICA | MÁSTER EN DIRECCIÓN FINANCIERA,3.09,2,1,1,MAESTRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1129,3.09,1129,3.09,1.0,1129.0,1129,1129,0,0,1,0,1,0
930793632,ESPECIALIZACION PROFESIONAL,BACHILLER COMERCIAL | CICLO CAPACITACIÓN SINCO - SGP | DIPLOMADO GERENCIA ESTRATEGICA DE COSTOS Y PRESUPUESTOS | DIPLOMADO VIRTUAL FIDUCIA INMOBILIARIA VIVIENDA DE INTERES SOCIAL | ESPECIALIZACION EN GESTION DE PROYECTOS | FORMACION EN MEJORAMIENTO DE LA SATISFACCIÓN DEL CLIENTE | INGENIERIA INDUSTRIAL | INTELIGENCIA DE NEGOCIOS Y BIG DATA CON POWER BI | PROGRAMA DE FORMACIÓN Y ENTRENAMIENTO EN SATISFACCIÓN AL CLIENTE,7.16,9,2,2,EDUCACION INFORMAL,1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2617,7.16,2617,7.16,1.0,2617.0,2617,2617,1,0,1,0,1,0
930793778,PROFESIONAL,INGENIERIA INDUSTRIAL,6.75,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2464,6.75,2726,7.46,0.904,821.33,1081,327,1,0,1,1,1,0
930799443,PROFESIONAL,ADMINISRACIÓN DE RECURSOS HUMANOS | ADMINISTRACION DE EMPRESAS | BACHILLER ACADEMICO | II SIMPOSIO DE GESTION EN PROPIEDAD HORIZONTAL | TALLER REQUISITOS BASICOS DE LA GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SGSST | TECNOLOGIA EN CONTABILIDAD Y FINANZAS | TECNOLOGIA EN GESTION DE LA PROPIEDAD HORIZONTAL,13.59,7,1,2,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,1,4964,13.59,4964,13.59,1.0,2072.5,2698,643,1,1,1,1,1,0
930800134,BACHILLER,Técnico especialidad Informática,1.0,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,366,1.0,366,1.0,1.0,366.0,366,366,0,0,1,0,1,0
930821502,PROFESIONAL,BACHILLER ACADEMICO | CONTADURIA PUBLICA,1.77,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,647,1.77,785,2.15,0.824,306.67,490,157,0,0,1,1,1,0
930825276,PROFESIONAL,DERECHO,2.35,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,860,2.35,898,2.46,0.958,286.67,303,276,0,0,1,1,1,0
930829901,TECNOLOGICO,COMPORTAMIENTO EMPRENDEDOR | HABILIDADES PARA LA VIDA LABORAL | Normalista Superior | TECNOLOGIA EN DIRECCION DE VENTAS | bachiller técnico gestión tecnológica empresarial,3.02,5,1,1,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,4,1104,3.02,2012,5.51,0.549,276.0,527,182,0,0,0,1,2,1
930838115,TECNOLOGICO,DERECHO Y CIENCIAS SOCIALES | EDUCACIÓN MEDIA,4.66,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1702,4.66,1983,5.43,0.858,340.4,885,63,0,0,1,1,1,0
930839683,BACHILLER,ADMINISTRACION DE EMPRESAS | BACHILLER,3.0,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1096,3.0,1096,3.0,1.0,1096.0,1096,1096,0,0,1,0,1,0
930846660,PROFESIONAL,BACHILLER ACADEMICO | CONTADURIA PUBLICA | TECNOLOGIA EN SECRETARIADO EJECUTIVO CON ENFASIS EN SISTEMAS,17.9,3,1,2,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,2,6538,17.9,6544,17.92,0.999,1041.88,5813,24,1,1,1,1,1,0
930847460,TECNICO PROFESIONAL,Bachiller académico,3.05,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1115,3.05,1125,3.08,0.991,278.75,364,30,0,0,1,1,1,0
930847714,PROFESIONAL,DERECHO,2.14,1,0,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,781,2.14,781,2.14,1.0,781.0,781,781,0,0,1,0,1,0
930847727,PROFESIONAL,DERECHO,9.53,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3481,9.53,3481,9.53,1.0,3481.0,3481,3481,1,0,1,0,1,0
930850178,TECNOLOGICO,BACHILLER ACADEMICO | TECNOLOGIA EN CONTABILIDAD Y FINANZAS,4.85,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1772,4.85,1985,5.43,0.893,886.0,1425,347,0,0,1,0,1,0
930852760,BACHILLER,BACHILLERATO ACADEMICO,1.3,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,474,1.3,474,1.3,1.0,474.0,474,474,0,0,1,0,1,0
930857183,PROFESIONAL,Auditoria Interna De Calidad | Bachiller tecnico comercial | Basica Primaria | Catedra Ternium | Diplomado en habilidades Directivas | INGENIERIA INDUSTRIAL | TECNOLOGÍA EN GESTIÓN CONTABLE E INFORMACIÓN FINANCIERA,3.84,7,1,2,EDUCACION INFORMAL,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1401,3.84,1401,3.84,1.0,775.5,1384,167,0,0,1,0,1,0
930858142,ESPECIALIZACION PROFESIONAL,Bachillerato | ESPECIALIZACIÓN  EN CONTRATACIÓN ESTATAL Y SU GESTIÓN | JURISPRUDENCIA,3.58,3,1,1,PROFESIONAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1307,3.58,1307,3.58,1.0,642.0,1307,70,0,0,1,1,2,1
930859627,PROFESIONAL,Bachiller Técnico en venta de productos y servicios | LOGISTICA Y MERCADEO ORGANIZACIONAL | TECNOLOGIA EN DIRECCION DE VENTAS | TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS DE COMPUTO DISEÑO E INSTALACION DE CABLEADO ESTRUCTURADO,8.1,4,2,2,TECNICO PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,3,2959,8.1,2976,8.15,0.994,986.33,2875,36,1,0,1,1,1,0
930860638,TECNOLOGICO,INGENIERIA INDUSTRIAL | SEMINARIO EN GERENCIA DE CALIDAD | TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO | academico | reentrenamiento vigilancia | técnico laboral en competencia en perforación y producción en pozos petroleros,3.4,6,0,1,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,3,1243,3.4,3754,10.28,0.331,414.33,622,201,0,0,0,1,1,0
930865173,BACHILLER,ACTUALIZACION ADMINISTRATIVA Y JURIDICA | BACHILLER ACADEMICO | CONCEPTOS BASICOS DE CIENCIA POLITICA | DERECHO - ETICA - ECONOMIA | LIDERAZGO EFECTIVO Y PENSAMIENTO ESTRATEGICO | QUE ES PARA QUE SIRVE Y COMO IMPLEMENTAR ELMIPG | SEGURIDAD SOCIAL EN SALUD PARA PERIODISTAS,21.82,7,0,0,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,7969,21.82,7969,21.82,1.0,7969.0,7969,7969,1,1,1,0,1,0
930868554,PROFESIONAL,DERECHO | MAESTRIA EN ADMINISTRACION - MBA | Programa de formacion de profesionales,2.32,3,2,2,MAESTRIA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4,3,847,2.32,1224,3.35,0.692,212.5,334,146,0,0,0,1,1,0
930873970,BACHILLER,BACHILLER,1.11,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,407,1.11,432,1.18,0.942,203.5,343,64,0,0,1,0,1,0
930875253,PROFESIONAL,INGENIERIA INDUSTRIAL | TECNICO MECANICO EN MAQUINARIA INDUSTRIAL | TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO | bachiller academico,5.31,4,0,1,TECNICO PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1939,5.31,1940,5.31,0.999,646.67,1097,138,1,0,1,1,2,1
930876551,PROFESIONAL,Bachiller Técnico Con Especialidad en Informática e Internet | ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS | English Language Course at Basic and Level I - V | FINANZAS Y COMERCIO INTERNACIONAL | TÉCNICO EN SISTEMAS,2.19,5,1,1,ESPECIALIZACION PROFESIONAL,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,800,2.19,814,2.23,0.983,400.0,618,182,0,0,1,0,1,0
930877010,PROFESIONAL,ADMINISTRACION PUBLICA TERRITORIAL | BACHILLER ACADEMIA | BASICA PRIMARIA | EDUCACION EN DERECHOS HUMANITARIOS | INTEGRIDAD TRANSPARENCIA Y LUCHA CONTRA LA CORRUPCION | POLITICAS PUBLICAS Y RELACIONES INTERNACIONALES | SEGURIDAD Y SALUD EN EL TRABAJO | TECNICO LABORAL POR COMPETENCIAS EN OFIMATICA | TECNICO LABORAL POR COMPETENCIAS EN ORGANIZACION DE ARCHIVO,0.84,9,1,1,PROFESIONAL,1,0,1,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,4,4,306,0.84,2326,6.37,0.132,76.5,120,25,0,0,0,1,1,0
930877691,PROFESIONAL,Bachiller técnico Especialidad comercial | PSICOLOGIA | Técnico en Asistencia Administrativa,1.46,3,1,1,PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,535,1.46,2109,5.77,0.254,178.33,290,99,0,0,0,1,1,0
930884537,ESPECIALIZACION PROFESIONAL,CONTADURIA PUBLICA | ESPECIALIZACION EN GERENCIA FINANCIERA,13.3,2,1,2,PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4856,13.3,4856,13.3,1.0,2428.0,3471,1385,1,1,1,0,1,0
930887793,BACHILLER,Bachiller,2.03,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,742,2.03,742,2.03,1.0,251.86,739,2,0,0,1,1,1,0
930888955,TECNICO PROFESIONAL,Bachiller Académico | TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN ELTRABAJO,6.21,2,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2270,6.21,2270,6.21,1.0,2270.0,2270,2270,1,0,1,0,1,0
930898057,PROFESIONAL,BACHILLER ACADEMICO | LICENCIATURA EN PEDAGOGIA INFANTIL | TECNICO LABORAL EN DESARROLLO INFANTIL,6.94,3,1,1,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2535,6.94,4681,12.82,0.542,845.0,2111,120,1,0,0,1,1,0
930900364,TECNICO PROFESIONAL,ASISTENCIA ADMINISTRATIVA | BACHILLER ACADEMICO | ECONOMIA,1.6,3,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,583,1.6,976,2.67,0.597,291.5,461,122,0,0,0,0,1,0
